sample,Biomass_0_N,Biomass_0_Nd,Biomass_0_PPFD,Biomass_0_Rad,Biomass_0_T_d_mean,Biomass_0_T_in,Biomass_0_T_mean,Biomass_0_c,Biomass_0_cd,Biomass_0_deltapg,Biomass_0_deltarm,Biomass_0_dn,Biomass_0_dw,Biomass_0_dwf,Biomass_0_dwm,Biomass_0_ff,Biomass_0_grnet,Biomass_0_lai,Biomass_0_location,Biomass_0_p1,Biomass_0_pg,Biomass_0_pgr,Biomass_0_rm,Biomass_0_w,Biomass_0_wf,Biomass_0_wm,Biomass_1_N,Biomass_1_Nd,Biomass_1_PPFD,Biomass_1_Rad,Biomass_1_T_d_mean,Biomass_1_T_in,Biomass_1_T_mean,Biomass_1_c,Biomass_1_cd,Biomass_1_deltapg,Biomass_1_deltarm,Biomass_1_dn,Biomass_1_dw,Biomass_1_dwf,Biomass_1_dwm,Biomass_1_ff,Biomass_1_grnet,Biomass_1_lai,Biomass_1_location,Biomass_1_p1,Biomass_1_pg,Biomass_1_pgr,Biomass_1_rm,Biomass_1_w,Biomass_1_wf,Biomass_1_wm,Biomass_2_N,Biomass_2_Nd,Biomass_2_PPFD,Biomass_2_Rad,Biomass_2_T_d_mean,Biomass_2_T_in,Biomass_2_T_mean,Biomass_2_c,Biomass_2_cd,Biomass_2_deltapg,Biomass_2_deltarm,Biomass_2_dn,Biomass_2_dw,Biomass_2_dwf,Biomass_2_dwm,Biomass_2_ff,Biomass_2_grnet,Biomass_2_lai,Biomass_2_location,Biomass_2_p1,Biomass_2_pg,Biomass_2_pgr,Biomass_2_rm,Biomass_2_w,Biomass_2_wf,Biomass_2_wm,Biomass_3_N,Biomass_3_Nd,Biomass_3_PPFD,Biomass_3_Rad,Biomass_3_T_d_mean,Biomass_3_T_in,Biomass_3_T_mean,Biomass_3_c,Biomass_3_cd,Biomass_3_deltapg,Biomass_3_deltarm,Biomass_3_dn,Biomass_3_dw,Biomass_3_dwf,Biomass_3_dwm,Biomass_3_ff,Biomass_3_grnet,Biomass_3_lai,Biomass_3_location,Biomass_3_p1,Biomass_3_pg,Biomass_3_pgr,Biomass_3_rm,Biomass_3_w,Biomass_3_wf,Biomass_3_wm,Biomass_4_N,Biomass_4_Nd,Biomass_4_PPFD,Biomass_4_Rad,Biomass_4_T_d_mean,Biomass_4_T_in,Biomass_4_T_mean,Biomass_4_c,Biomass_4_cd,Biomass_4_deltapg,Biomass_4_deltarm,Biomass_4_dn,Biomass_4_dw,Biomass_4_dwf,Biomass_4_dwm,Biomass_4_ff,Biomass_4_grnet,Biomass_4_lai,Biomass_4_location,Biomass_4_p1,Biomass_4_pg,Biomass_4_pgr,Biomass_4_rm,Biomass_4_w,Biomass_4_wf,Biomass_4_wm,Biomass_5_N,Biomass_5_Nd,Biomass_5_PPFD,Biomass_5_Rad,Biomass_5_T_d_mean,Biomass_5_T_in,Biomass_5_T_mean,Biomass_5_c,Biomass_5_cd,Biomass_5_deltapg,Biomass_5_deltarm,Biomass_5_dn,Biomass_5_dw,Biomass_5_dwf,Biomass_5_dwm,Biomass_5_ff,Biomass_5_grnet,Biomass_5_lai,Biomass_5_location,Biomass_5_p1,Biomass_5_pg,Biomass_5_pgr,Biomass_5_rm,Biomass_5_w,Biomass_5_wf,Biomass_5_wm,Biomass_6_N,Biomass_6_Nd,Biomass_6_PPFD,Biomass_6_Rad,Biomass_6_T_d_mean,Biomass_6_T_in,Biomass_6_T_mean,Biomass_6_c,Biomass_6_cd,Biomass_6_deltapg,Biomass_6_deltarm,Biomass_6_dn,Biomass_6_dw,Biomass_6_dwf,Biomass_6_dwm,Biomass_6_ff,Biomass_6_grnet,Biomass_6_lai,Biomass_6_location,Biomass_6_p1,Biomass_6_pg,Biomass_6_pgr,Biomass_6_rm,Biomass_6_w,Biomass_6_wf,Biomass_6_wm,Biomass_7_N,Biomass_7_Nd,Biomass_7_PPFD,Biomass_7_Rad,Biomass_7_T_d_mean,Biomass_7_T_in,Biomass_7_T_mean,Biomass_7_c,Biomass_7_cd,Biomass_7_deltapg,Biomass_7_deltarm,Biomass_7_dn,Biomass_7_dw,Biomass_7_dwf,Biomass_7_dwm,Biomass_7_ff,Biomass_7_grnet,Biomass_7_lai,Biomass_7_location,Biomass_7_p1,Biomass_7_pg,Biomass_7_pgr,Biomass_7_rm,Biomass_7_w,Biomass_7_wf,Biomass_7_wm,Biomass_8_N,Biomass_8_Nd,Biomass_8_PPFD,Biomass_8_Rad,Biomass_8_T_d_mean,Biomass_8_T_in,Biomass_8_T_mean,Biomass_8_c,Biomass_8_cd,Biomass_8_deltapg,Biomass_8_deltarm,Biomass_8_dn,Biomass_8_dw,Biomass_8_dwf,Biomass_8_dwm,Biomass_8_ff,Biomass_8_grnet,Biomass_8_lai,Biomass_8_location,Biomass_8_p1,Biomass_8_pg,Biomass_8_pgr,Biomass_8_rm,Biomass_8_w,Biomass_8_wf,Biomass_8_wm,Biomass_9_N,Biomass_9_Nd,Biomass_9_PPFD,Biomass_9_Rad,Biomass_9_T_d_mean,Biomass_9_T_in,Biomass_9_T_mean,Biomass_9_c,Biomass_9_cd,Biomass_9_deltapg,Biomass_9_deltarm,Biomass_9_dn,Biomass_9_dw,Biomass_9_dwf,Biomass_9_dwm,Biomass_9_ff,Biomass_9_grnet,Biomass_9_lai,Biomass_9_location,Biomass_9_p1,Biomass_9_pg,Biomass_9_pgr,Biomass_9_rm,Biomass_9_w,Biomass_9_wf,Biomass_9_wm,Greenhouse_Rad,Greenhouse_Rad_input_0,Greenhouse_Rad_input_1,Greenhouse_Rad_input_2,Greenhouse_Rad_input_3,Greenhouse_Rad_input_4,Greenhouse_Rad_input_5,Greenhouse_Rad_input_6,Greenhouse_Rad_input_7,Greenhouse_Rad_input_8,Greenhouse_Rad_input_9,Greenhouse_T_daytime_mean,Greenhouse_T_in,Greenhouse_T_input_0,Greenhouse_T_input_1,Greenhouse_T_input_2,Greenhouse_T_input_3,Greenhouse_T_input_4,Greenhouse_T_input_5,Greenhouse_T_input_6,Greenhouse_T_input_7,Greenhouse_T_input_8,Greenhouse_T_input_9,Greenhouse_T_mean,Greenhouse_T_sparse_daytime_0,Greenhouse_T_sparse_daytime_1,Greenhouse_T_sparse_daytime_2,Greenhouse_T_sparse_daytime_3,Greenhouse_T_sparse_daytime_4,Greenhouse_T_sparse_daytime_5,Greenhouse_T_sparse_daytime_6,Greenhouse_T_sparse_daytime_7,Greenhouse_T_sparse_daytime_8,Greenhouse_T_sparse_daytime_9,Greenhouse_T_sparse_mean_0,Greenhouse_T_sparse_mean_1,Greenhouse_T_sparse_mean_2,Greenhouse_T_sparse_mean_3,Greenhouse_T_sparse_mean_4,Greenhouse_T_sparse_mean_5,Greenhouse_T_sparse_mean_6,Greenhouse_T_sparse_mean_7,Greenhouse_T_sparse_mean_8,Greenhouse_T_sparse_mean_9,LAI_0_DN,LAI_0_N,LAI_0_Nd,LAI_0_c,LAI_0_dh,LAI_0_lai,LAI_0_location,LAI_1_DN,LAI_1_N,LAI_1_Nd,LAI_1_c,LAI_1_dh,LAI_1_lai,LAI_1_location,LAI_2_DN,LAI_2_N,LAI_2_Nd,LAI_2_c,LAI_2_dh,LAI_2_lai,LAI_2_location,LAI_3_DN,LAI_3_N,LAI_3_Nd,LAI_3_c,LAI_3_dh,LAI_3_lai,LAI_3_location,LAI_4_DN,LAI_4_N,LAI_4_Nd,LAI_4_c,LAI_4_dh,LAI_4_lai,LAI_4_location,LAI_5_DN,LAI_5_N,LAI_5_Nd,LAI_5_c,LAI_5_dh,LAI_5_lai,LAI_5_location,LAI_6_DN,LAI_6_N,LAI_6_Nd,LAI_6_c,LAI_6_dh,LAI_6_lai,LAI_6_location,LAI_7_DN,LAI_7_N,LAI_7_Nd,LAI_7_c,LAI_7_dh,LAI_7_lai,LAI_7_location,LAI_8_DN,LAI_8_N,LAI_8_Nd,LAI_8_c,LAI_8_dh,LAI_8_lai,LAI_8_location,LAI_9_DN,LAI_9_N,LAI_9_Nd,LAI_9_c,LAI_9_dh,LAI_9_lai,LAI_9_location,Nodes_0_C0,Nodes_0_C1,Nodes_0_C2,Nodes_0_K0,Nodes_0_K1,Nodes_0_K2,Nodes_0_N,Nodes_0_Nd,Nodes_0_T_mean,Nodes_0_c,Nodes_0_dn,Nodes_0_location,Nodes_1_C0,Nodes_1_C1,Nodes_1_C2,Nodes_1_K0,Nodes_1_K1,Nodes_1_K2,Nodes_1_N,Nodes_1_Nd,Nodes_1_T_mean,Nodes_1_c,Nodes_1_dn,Nodes_1_location,Nodes_2_C0,Nodes_2_C1,Nodes_2_C2,Nodes_2_K0,Nodes_2_K1,Nodes_2_K2,Nodes_2_N,Nodes_2_Nd,Nodes_2_T_mean,Nodes_2_c,Nodes_2_dn,Nodes_2_location,Nodes_3_C0,Nodes_3_C1,Nodes_3_C2,Nodes_3_K0,Nodes_3_K1,Nodes_3_K2,Nodes_3_N,Nodes_3_Nd,Nodes_3_T_mean,Nodes_3_c,Nodes_3_dn,Nodes_3_location,Nodes_4_C0,Nodes_4_C1,Nodes_4_C2,Nodes_4_K0,Nodes_4_K1,Nodes_4_K2,Nodes_4_N,Nodes_4_Nd,Nodes_4_T_mean,Nodes_4_c,Nodes_4_dn,Nodes_4_location,Nodes_5_C0,Nodes_5_C1,Nodes_5_C2,Nodes_5_K0,Nodes_5_K1,Nodes_5_K2,Nodes_5_N,Nodes_5_Nd,Nodes_5_T_mean,Nodes_5_c,Nodes_5_dn,Nodes_5_location,Nodes_6_C0,Nodes_6_C1,Nodes_6_C2,Nodes_6_K0,Nodes_6_K1,Nodes_6_K2,Nodes_6_N,Nodes_6_Nd,Nodes_6_T_mean,Nodes_6_c,Nodes_6_dn,Nodes_6_location,Nodes_7_C0,Nodes_7_C1,Nodes_7_C2,Nodes_7_K0,Nodes_7_K1,Nodes_7_K2,Nodes_7_N,Nodes_7_Nd,Nodes_7_T_mean,Nodes_7_c,Nodes_7_dn,Nodes_7_location,Nodes_8_C0,Nodes_8_C1,Nodes_8_C2,Nodes_8_K0,Nodes_8_K1,Nodes_8_K2,Nodes_8_N,Nodes_8_Nd,Nodes_8_T_mean,Nodes_8_c,Nodes_8_dn,Nodes_8_location,Nodes_9_C0,Nodes_9_C1,Nodes_9_C2,Nodes_9_K0,Nodes_9_K1,Nodes_9_K2,Nodes_9_N,Nodes_9_Nd,Nodes_9_T_mean,Nodes_9_c,Nodes_9_dn,Nodes_9_location
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,B0,0,0,0.0,0,0,0,0,300.0,300.0,299.6296296296296,299.2592592592593,298.8888888888889,298.51851851851853,298.14814814814815,297.77777777777777,297.4074074074074,297.03703703703707,296.6666666666667,22.0,20.0,21.0,20.998765432098764,20.997530864197532,20.996296296296297,20.99506172839506,20.993827160493826,20.992592592592594,20.99135802469136,20.990123456790123,20.988888888888887,21.0,23.0,22.998765432098764,22.997530864197532,22.996296296296297,22.99506172839506,22.993827160493826,22.992592592592594,22.99135802469136,22.990123456790123,22.988888888888887,22.0,21.998765432098764,21.997530864197532,21.996296296296297,21.99506172839506,21.993827160493826,21.992592592592594,21.99135802469136,21.990123456790123,21.988888888888887,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,0.0,0.0,0.0,0,0.0,0.015,L_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,0.0,0,0,N_0
1,5.0,5.0,630.0,300.0,23.0,20.0,22.0,0,1,0.5225828212668793,0.0,0.0,0,0,0.0,0.9375,0.05126537476628086,0.015,B0,0,0.5225828212668793,1,0.0,0,0,0,5.0,5.0,629.2222222222222,299.6296296296296,22.998765432098764,20.0,21.998765432098764,0,1,0.5222501662137446,0.0,0.0,0,0,0.0,0.9374228395061728,0.051232741305568354,0.015,B0,0,0.5222501662137446,1,0.0,0,0,0,5.0,5.0,628.4444444444446,299.2592592592593,22.997530864197532,20.0,21.997530864197532,0,1,0.5219171125697994,0.0,0.0,0,0,0.0,0.9373456790123458,0.05120006874309732,0.015,B0,0,0.5219171125697994,1,0.0,0,0,0,5.0,5.0,627.6666666666667,298.8888888888889,22.996296296296297,20.0,21.996296296296297,0,1,0.5215836596181506,0.0,0.0,0,0,0.0,0.9372685185185186,0.05116735700854056,0.015,B0,0,0.5215836596181506,1,0.0,0,0,0,5.0,5.0,626.8888888888889,298.51851851851853,22.99506172839506,20.0,21.99506172839506,0,1,0.5212498066402224,0.0,0.0,0,0,0.0,0.9371913580246913,0.051134606031405815,0.015,B0,0,0.5212498066402224,1,0.0,0,0,0,5.0,5.0,626.1111111111112,298.14814814814815,22.993827160493826,20.0,21.993827160493826,0,1,0.5209155529158378,0.0,0.0,0,0,0.0,0.9371141975308641,0.05110181574104369,0.015,B0,0,0.5209155529158378,1,0.0,0,0,0,5.0,5.0,625.3333333333334,297.77777777777777,22.992592592592594,20.0,21.992592592592594,0,1,0.5205808977229454,0.0,0.0,0,0,0.0,0.9370370370370371,0.05106898606662094,0.015,B0,0,0.5205808977229454,1,0.0,0,0,0,5.0,5.0,624.5555555555555,297.4074074074074,22.99135802469136,20.0,21.99135802469136,0,1,0.5202458403378374,0.0,0.0,0,0,0.0,0.9369598765432099,0.05103611693714184,0.015,B0,0,0.5202458403378374,1,0.0,0,0,0,5.0,5.0,623.7777777777778,297.03703703703707,22.990123456790123,20.0,21.990123456790123,0,1,0.5199103800349859,0.0,0.0,0,0,0.0,0.9368827160493827,0.051003208281432115,0.015,B0,0,0.5199103800349859,1,0.0,0,0,0,5.0,5.0,623.0000000000001,296.6666666666667,22.988888888888887,20.0,21.988888888888887,0,1,0.5195745160872072,0.0,0.0,0,0,0.0,0.9368055555555554,0.05097026002815502,0.015,B0,0,0.5195745160872072,1,0.0,0,0,0,300.0,300.0,299.6296296296296,299.2592592592593,298.8888888888889,298.51851851851853,298.14814814814815,297.77777777777777,297.4074074074074,297.03703703703707,296.6666666666667,22.0,20.0,21.0,20.998765432098764,20.997530864197532,20.996296296296297,20.99506172839506,20.993827160493826,20.992592592592594,20.99135802469136,20.990123456790123,20.988888888888887,21.0,23.0,22.998765432098764,22.997530864197532,22.996296296296297,22.99506172839506,22.993827160493826,22.992592592592594,22.99135802469136,22.990123456790123,22.988888888888887,22.0,21.998765432098764,21.997530864197532,21.996296296296297,21.99506172839506,21.993827160493826,21.992592592592594,21.99135802469136,21.990123456790123,21.988888888888887,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,1,0.0013523643587838472,0.015,L_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.0,1,0.5327142857142858,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.998765432098764,1,0.5326880952380952,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.997530864197532,1,0.5326619047619049,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.996296296296297,1,0.5326357142857143,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.99506172839506,1,0.5326095238095239,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.993827160493826,1,0.5325833333333334,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.992592592592594,1,0.532557142857143,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.99135802469136,1,0.5325309523809525,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.990123456790123,1,0.5325047619047619,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,21.988888888888887,1,0.5324785714285715,N_0
2,5.0,5.0,651.0,310.0,23.433333333333334,20.5,22.333333333333336,0,2,0.5314164133585149,0.0,0.0,0,0,0.0,0.9583333333333335,0.07776463753361074,0.015,B0,0,1.0539992346253941,1,0.0,0,0,0,5.0,5.0,650.1962962962963,309.61728395061726,23.432057613168723,20.5,22.332057613168725,0,2,0.5310835103095981,0.0,0.0,0,0,0.0,0.9582536008230453,0.07771566301415575,0.015,B0,0,1.0533336765233428,1,0.0,0,0,0,5.0,5.0,649.3925925925927,309.2345679012346,23.430781893004113,20.5,22.330781893004115,0,2,0.5307502016217527,0.0,0.0,0,0,0.0,0.9581738683127572,0.0776666291506426,0.015,B0,0,1.0526673141915521,1,0.0,0,0,0,5.0,5.0,648.588888888889,308.85185185185185,23.429506172839506,20.5,22.32950617283951,0,2,0.5304164865531708,0.0,0.0,0,0,0.0,0.9580941358024693,0.07761753583513634,0.015,B0,0,1.0520001461713213,1,0.0,0,0,0,5.0,5.0,647.7851851851851,308.4691358024691,23.428230452674896,20.5,22.328230452674898,0,2,0.5300823643601695,0.0,0.0,0,0,0.0,0.9580144032921811,0.07756838295943554,0.015,B0,0,1.051332171000392,1,0.0,0,0,0,5.0,5.0,646.9814814814815,308.08641975308643,23.426954732510286,20.5,22.326954732510288,0,2,0.5297478342972456,0.0,0.0,0,0,0.0,0.957934670781893,0.07751917041508163,0.015,B0,0,1.0506633872130835,1,0.0,0,0,0,5.0,5.0,646.1777777777778,307.7037037037037,23.42567901234568,20.5,22.32567901234568,0,2,0.5294128956171571,0.0,0.0,0,0,0.0,0.9578549382716051,0.07746989809335357,0.015,B0,0,1.0499937933401025,1,0.0,0,0,0,5.0,5.0,645.3740740740742,307.320987654321,23.42440329218107,20.5,22.32440329218107,0,2,0.5290775475707326,0.0,0.0,0,0,0.0,0.9577752057613169,0.07742056588525979,0.015,B0,0,1.04932338790857,1,0.0,0,0,0,5.0,5.0,644.5703703703704,306.9382716049383,23.42312757201646,20.5,22.32312757201646,0,2,0.5287417894070343,0.0,0.0,0,0,0.0,0.9576954732510288,0.07737117368154611,0.015,B0,0,1.04865216944202,1,0.0,0,0,0,5.0,5.0,643.7666666666667,306.55555555555554,23.42185185185185,20.5,22.321851851851854,0,2,0.5284056203732771,0.0,0.0,0,0,0.0,0.9576157407407409,0.07732172137269598,0.015,B0,0,1.0479801364604842,1,0.0,0,0,0,310.0,310.0,309.61728395061726,309.2345679012346,308.85185185185185,308.4691358024691,308.08641975308643,307.7037037037037,307.320987654321,306.9382716049383,306.55555555555554,22.4,20.5,21.533333333333335,21.532057613168725,21.530781893004114,21.529506172839508,21.528230452674897,21.526954732510287,21.52567901234568,21.52440329218107,21.52312757201646,21.521851851851853,21.3,23.433333333333334,23.432057613168723,23.430781893004113,23.429506172839506,23.428230452674896,23.426954732510286,23.42567901234568,23.42440329218107,23.42312757201646,23.42185185185185,22.333333333333336,22.332057613168725,22.330781893004115,22.32950617283951,22.328230452674898,22.326954732510288,22.32567901234568,22.32440329218107,22.32312757201646,22.321851851851854,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,0.0,5.0,5.0,2,0.0013523643587838472,0.015,L_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.333333333333336,2,0.5397857142857144,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.332057613168725,2,0.5397586507936509,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.330781893004115,2,0.5397315873015873,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.32950617283951,2,0.5397045238095239,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.328230452674898,2,0.5396774603174604,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.326954732510288,2,0.5396503968253968,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.32567901234568,2,0.5396233333333335,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.32440329218107,2,0.53959626984127,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.32312757201646,2,0.5395692063492064,N_0,-0.3055555555555556,0.09999999999999998,3.0,0.061111111111111116,0.03214285714285715,-0.07142857142857142,5,5,22.321851851851854,2,0.539542142857143,N_0
